NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
6/25/2019,Redwood National and State Parks,Suicide,Intentional,Fatal injury,Male,45-54
6/25/2019,Denali National Park & Preserve,Medical,Medical,Fatal injury,Male,65+
6/25/2019,First State National Historical Park,Suicide,Intentional,Fatal injury,Male,65+
6/26/2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/27/2019,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
6/27/2019,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,45-54
6/27/2019,Yosemite National Park,Medical,Medical,Fatal injury,Male,55-64
6/27/2019,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,65+
6/28/2019,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,65+
6/29/2019,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
6/29/2019,Cuyahoga Valley National Park,Suicide,Intentional,Fatal injury,Male,45-54
6/29/2019,Yellowstone National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/30/2019,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
7/2/2019,Denali National Park & Preserve,Fall,Unintentional,Fatal injury,Male,25-34
7/2/2019,Cuyahoga Valley National Park,Suicide,Intentional,Fatal injury,Female,25-34
7/2/2019,Big Bend National Park,Hyperthermia,Unintentional,Fatal injury,Male,45-54
7/3/2019,Virgin Islands National Park,Medical,Medical,Fatal injury,Male,35-44
7/3/2019,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
7/3/2019,Olympic National Park,Medical,Medical,Fatal injury,Female,65+
7/4/2019,Yellowstone National Park,Suicide,Intentional,Fatal injury,Female,25-34
7/4/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/4/2019,Buffalo National River,Medical,Medical,Fatal injury,Male,65+
7/4/2019,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,65+
7/5/2019,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,15-24
7/5/2019,Colorado National Monument,Suicide,Intentional,Fatal injury,Male,25-34
7/6/2019,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Male,45-54
7/7/2019,Chattahoochee River National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,25-34
7/7/2019,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
7/7/2019,Denali National Park & Preserve,Suicide,Intentional,Fatal injury,Male,65+
7/7/2019,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/9/2019,Big South Fork National River and Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
7/9/2019,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/10/2019,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
7/10/2019,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/11/2019,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Male,45-54
7/12/2019,Mount Rainier National Park,Medical,Medical,Fatal injury,Male,45-54
7/12/2019,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,55-64
7/12/2019,Mojave National Preserve,Undetermined,Undetermined,Fatal injury,Female,65+
7/13/2019,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Female,65+
7/14/2019,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,45-54
7/14/2019,New River Gorge National River,Medical,Medical,Fatal injury,Male,55-64
7/15/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
7/16/2019,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Male,45-54
7/16/2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/16/2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
7/16/2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
7/16/2019,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
7/18/2019,Lake Mead National Recreation Area,Fall,Unintentional,Fatal injury,Male,65+
7/19/2019,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,35-44
7/20/2019,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,25-34
7/20/2019,Yosemite National Park,Medical,Medical,Fatal injury,Male,45-54
7/20/2019,Glen Canyon National Recreation Area,Medical,Medical,Fatal injury,Male,55-64
7/20/2019,Chesapeake & Ohio Canal National Historical Park,Hyperthermia,Unintentional,Fatal Injury,Female,25-34
7/21/2019,Canyonlands National Park,Drowning,Unintentional,Fatal injury,Male,65+
7/22/2019,Big Cypress National Preserve,Burn,Unintentional,Fatal injury,Male,45-54
7/23/2019,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,15-24
7/24/2019,Rock Creek Park,Fall,Unintentional,Fatal injury,Female,15-24
7/24/2019,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
7/25/2019,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/25/2019,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65+
7/26/2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
7/26/2019,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/26/2019,Yellowstone National Park,Medical,Medical,Fatal injury,Male,65+
7/27/2019,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/31/2019,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/1/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
8/3/2019,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/3/2019,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,65+
8/3/2019,Lake Mead National Recreation Area,Blunt force trauma,Unintentional,Fatal injury,Male,Not Reported
8/4/2019,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
8/4/2019,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
8/4/2019,Presidio of San Francisco,Poisoning,Unintentional,Fatal injury,Male,55-64
8/4/2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,65+
8/5/2019,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Male,35-44
8/5/2019,Appalachian National Scenic Trail,Medical,Medical,Fatal injury,Male,55-64
8/6/2019,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
8/6/2019,Glacier National Park,Drowning,Unintentional,Fatal injury,Male,55-64
8/6/2019,Santa Monica Mountains National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Not Reported
8/8/2019,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/9/2019,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Male,55-64
8/9/2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/9/2019,North Cascades National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/11/2019,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/11/2019,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/11/2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/11/2019,Natchez Trace Parkway,Medical,Medical,Fatal injury,Male,55-64
8/11/2019,Santa Monica Mountains National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
8/12/2019,Isle Royale National Park,Medical,Medical,Fatal injury,Male,55-64
8/13/2019,National Capital Parks-East,Medical,Medical,Fatal injury,Male,45-54
8/13/2019,Saguaro National Park,Hyperthermia,Unintentional,Fatal injury,Male,65+
8/13/2019,Rocky Mountain National Park,Medical,Medical,Fatal injury,Male,65+
8/14/2019,Sequoia & Kings Canyon National Parks,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,25-34
8/15/2019,Olympic National Park,Drowning,Unintentional,Fatal injury,Female,25-34
8/15/2019,Black Canyon Of The Gunnison National Park,Suicide,Intentional,Fatal injury,Male,65+
8/16/2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/16/2019,Olympic National Park,Medical,Medical,Fatal injury,Male,65+
8/18/2019,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/18/2019,Crater Lake National Park,Drowning,Unintentional,Fatal injury,Male,25-34
8/18/2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/19/2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,25-34
8/20/2019,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
8/22/2019,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
8/22/2019,Golden Gate National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,35-44
8/22/2019,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Male,65+
8/23/2019,Indiana Dunes National Park,Cut from sharp object,Unintentional,Fatal injury,Male,45-54
8/24/2019,Great Falls Park,Suicide,Intentional,Fatal injury,Male,65+
8/25/2019,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
8/25/2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/25/2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
8/26/2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,65+
8/27/2019,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,15-24
8/27/2019,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Female,Not Reported
8/29/2019,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
8/30/2019,Big Thicket National Preserve,Medical,Medical,Fatal injury,Male,0-14
8/31/2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/31/2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
8/31/2019,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/31/2019,Zion National Park,Medical,Medical,Fatal injury,Male,55-64
9/1/2019,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
9/1/2019,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Female,Not Reported
9/2/2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/2/2019,Kennesaw Mountain National Battlefield Park,Medical,Medical,Fatal injury,Male,55-64
9/2/2019,Santa Monica Mountains National Recreation Area,Hyperthermia,Unintentional,Fatal injury,Male,55-64
9/2/2019,Glacier National Park,Medical,Medical,Fatal injury,Male,55-64
9/2/2019,Suitland,Suicide,Intentional,Fatal injury,Male,65+
9/3/2019,Death Valley National Park,Hypothermia,Unintentional,Fatal injury,Female,25-34
9/3/2019,Santa Monica Mountains National Recreation Area,Hyperthermia,Unintentional,Fatal injury,Female,55-64
9/3/2019,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,65+
9/5/2019,Yosemite National Park,Fall,Unintentional,Fatal injury,Female,25-34
9/6/2019,Big Thicket National Preserve,Hyperthermia,Unintentional,Fatal injury,Male,0-14
9/7/2019,Lake Mead National Recreation Area,Fall,Unintentional,Fatal injury,Male,55-64
9/7/2019,Badlands National Park,Medical,Medical,Fatal injury,Male,65+
9/7/2019,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
9/8/2019,Crater Lake National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/10/2019,George Washington Memorial Parkway,Suicide,Intentional,Fatal injury,Male,65+
9/11/2019,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
9/12/2019,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/12/2019,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
9/13/2019,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/14/2019,Sequoia & Kings Canyon National Parks,Medical,Medical,Fatal injury,Male,55-64
9/14/2019,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
9/15/2019,Yosemite National Park,Medical,Medical,Fatal injury,Male,55-64
9/16/2019,Appalachian National Scenic Trail,Suicide,Intentional,Fatal injury,Male,45-54
9/16/2019,Redwood National and State Parks,Medical,Medical,Fatal injury,Male,65+
9/17/2019,Saint Croix National Scenic Riverway,Medical,Medical,Fatal injury,Male,55-64
9/17/2019,Gettysburg National Military Park,Medical,Medical,Fatal injury,Male,65+
9/20/2019,Eisenhower National Historic Site,Medical,Medical,Fatal injury,Male,55-64
9/21/2019,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
9/21/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/21/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/23/2019,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/24/2019,Presidio of San Francisco,Medical,Medical,Fatal injury,Male,65+
9/25/2019,Rocky Mountain National Park,Medical,Medical,Fatal injury,Male,45-54
9/28/2019,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,65+
9/29/2019,Chattahoochee River National Recreation Area,Drowning ,Unintentional,Fatal injury,Male ,Not Reported
9/30/2019,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
10/3/2019,Yellowstone National Park,Medical,Medical,Fatal injury,Male,55-64
10/4/2019,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
10/4/2019,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
10/4/2019,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Female,25-34
10/5/2019,Yellowstone National Park,Medical,Medical,Fatal injury,Male,45-54
10/5/2019,Big Bend National Park,Medical,Medical,Fatal injury,Male,65+
10/8/2019,Canaveral National Seashore,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
10/11/2019,Fire Island National Seashore,Medical,Medical,Fatal injury,Female,65+
10/14/2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
10/17/2019,Appalachian National Scenic Trail,Fall,Unintentional,Fatal injury,Male,55-64
10/18/2019,Colorado National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
10/18/2019,Buffalo National River,Medical,Medical,Fatal injury,Female,65+
10/19/2019,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,15-24
10/19/2019,Golden Gate National Recreation Area,Poisoning,Unintentional,Fatal injury,Female,25-34
10/19/2019,Pecos National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
10/23/2019,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,15-24
10/23/2019,Padre Island National Seashore,Homicide,Intentional,Fatal injury,Female,45-54
10/23/2019,Padre Island National Seashore,Homicide,Intentional,Fatal injury,Male,45-54
10/23/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
10/23/2019,Blue Ridge Parkway,Fall,Unintentional,Fatal injury,Male,65+
10/24/2019,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
10/26/2019,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,35-44
10/27/2019,Mammoth Cave National Park,Suicide,Intentional,Fatal injury,Male,25-34
10/27/2019,Golden Gate National Recreation Area,Medical,Medical,Fatal injury,Male,35-44
10/28/2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
11/5/2019,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,35-44
11/11/2019,Blue Ridge Parkway,Medical,Medical,Fatal injury,Female,65+
11/12/2019,National Mall & Memorial Parks,Medical,Medical,Fatal injury,Male,65+
11/13/2019,Virgin Islands National Park,Medical,Medical,Fatal injury,Male,65+
11/15/2019,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
11/17/2019,George Washington Memorial Parkway,Legal Intervention,Intentional,Fatal injury,Male,25-34
11/18/2019,Glacier Bay National Park & Preserve,Hyperthermia,Unintentional,Fatal injury,Female,Not Reported
11/19/2019,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,35-44
11/20/2019,Zion National Park,Fall,Unintentional,Fatal injury,Female,15-24
11/20/2019,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
11/23/2019,Yosemite National Park,Medical,Medical,Fatal injury,Male,35-44
11/23/2019,Big Bend National Park,Medical,Medical,Fatal injury,Male,45-54
11/24/2019,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,45-54
11/29/2019,Arches National Park,Fall,Unintentional,Fatal injury,Female,55-64
11/29/2019,Arches National Park,Fall,Unintentional,Fatal injury,Male,65+
12/4/2019,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,35-44
12/4/2019,Great Falls Park,Medical,Medical,Fatal injury,Male,55-64
12/5/2019,Chesapeake & Ohio Canal National Historical Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,55-64
12/7/2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
12/8/2019,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
12/9/2019,Petersburg National Battlefield,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
12/11/2019,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
12/12/2019,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
12/14/2019,Joshua Tree National Park,Fall,Unintentional,Fatal injury,Male,25-34
12/14/2019,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,25-34
12/15/2019,Canaveral National Seashore,Undetermined,Undetermined,Fatal injury,Male,65+
12/17/2019,Gettysburg National Military Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
12/18/2019,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
12/20/2019,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
12/21/2019,Anacostia Park,Homicide,Intentional,Fatal injury,Female,25-34
12/22/2019,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
12/24/2019,Muir Woods National Monument,Falling tree/branch,Unintentional,Fatal injury,Male,25-34
12/24/2019,Glen Canyon National Recreation Area,Medical,Medical,Fatal injury,Male,65+
12/26/2019,Assateague Island National Seashore,Poisoning,Unintentional,Fatal injury,Female,65+
12/27/2019,Apostle Islands National Lakeshore,Suicide,Intentional,Fatal injury,Male,45-54
12/28/2019,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
12/28/2019,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
12/30/2019,Delaware Water Gap National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
12/31/2019,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
1/1/2020,National Capital Parks-East,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
1/1/2020,Anacostia Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
1/2/2020,Cape Cod National Seashore,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
1/13/2020,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
1/16/2020,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
1/24/2020,Rocky Mountain National Park,Homicide,Intentional,Fatal injury,Male,0-14
1/24/2020,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,15-24
1/28/2020,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,65+
1/30/2020,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
1/31/2020,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
1/31/2020,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,Not Reported
2/4/2020,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/5/2020,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,25-34
2/10/2020,Virgin Islands National Park,Undetermined,Undetermined,Fatal injury,Male,65+
2/10/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
2/11/2020,Fort Pulaski National Monument,Suicide,Intentional,Fatal injury,Male,15-24
2/13/2020,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Male,65+
2/15/2020,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,Not Reported
2/16/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
2/24/2020,Everglades National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/27/2020,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
3/2/2020,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,Not Reported
3/3/2020,Great Smoky Mountains National Park,Fall,Unintentional,Fatal injury,Female,15-24
3/3/2020,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,Not Reported
3/4/2020,George Washington Memorial Parkway,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
3/8/2020,Little Bighorn Battlefield National Monument,Suicide,Intentional,Fatal injury,Male,Not Reported
3/8/2020,Gulf Islands National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
3/19/2020,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
3/21/2020,Dinosaur National Monument,Undetermined,Undetermined,Fatal injury,Male,55-64
3/25/2020,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,0-14
3/27/2020,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,Not Reported
3/28/2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/2/2020,Cape Lookout National Seashore,Undetermined,Undetermined,Fatal injury,Female,Not Reported
4/3/2020,Little River Canyon National Preserve,Undetermined,Undetermined,Fatal injury,Male,25-34
4/4/2020,Death Valley National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
4/8/2020,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65+
4/9/2020,Ozark National Scenic Riverways,Suicide,Intentional,Fatal injury,Male,Not Reported
4/12/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/15/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
4/17/2020,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
4/20/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/27/2020,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/1/2020,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/3/2020,Suitland,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/4/2020,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
5/4/2020,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/8/2020,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/11/2020,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
5/11/2020,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
5/14/2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
5/14/2020,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Not Reported,Not Reported
5/15/2020,Lake Mead National Recreation Area,Blunt force trauma,Unintentional,Fatal injury,Female,25-34
5/17/2020,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Male,55-64
5/18/2020,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
5/19/2020,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
5/19/2020,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Female,45-54
5/19/2020,Petroglyph National Monument,Suicide,Intentional,Fatal injury,Male,55-64
5/21/2020,Big Cypress National Preserve,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/23/2020,Badlands National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/24/2020,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Female,15-24
5/25/2020,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,15-24
5/25/2020,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,Not Reported
5/26/2020,Lake Mead National Recreation Area,Hyperthermia,Unintentional,Fatal injury,Male,65+
5/28/2020,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Female,55-64
5/30/2020,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
5/31/2020,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
6/2/2020,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
6/3/2020,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/5/2020,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
6/6/2020,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
6/6/2020,Cape Hatteras National Seashore,Medical,Medical,Fatal injury,Male,Not Reported
6/6/2020,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
6/7/2020,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
6/7/2020,Biscayne National Park,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
6/9/2020,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,35-44
6/9/2020,Curecanti National Recreation Area,Suicide,Intentional,Fatal injury,Male,Not Reported
6/9/2020,Mississippi National River & Recreation Area,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
6/11/2020,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
6/11/2020,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/13/2020,Arches National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
6/14/2020,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Female,15-24
6/14/2020,Chesapeake & Ohio Canal National Historical Park,Medical,Medical,Fatal injury,Male,Not Reported
